DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,AC_POWER,DAILY_YIELD
5/15/2020 0:00,27.0047637,25.0607889,0,0,9425
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:00,27.0047637,25.0607889,0,0,3075.333333
5/15/2020 0:00,27.0047637,25.0607889,0,0,269.9333333
5/15/2020 0:00,27.0047637,25.0607889,0,0,3177
5/15/2020 0:00,27.0047637,25.0607889,0,0,1872.5
5/15/2020 0:00,27.0047637,25.0607889,0,0,1094.357143
5/15/2020 0:00,27.0047637,25.0607889,0,0,5692.2
5/15/2020 0:00,27.0047637,25.0607889,0,0,1866.2
5/15/2020 0:00,27.0047637,25.0607889,0,0,651.2
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:00,27.0047637,25.0607889,0,0,5495
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:00,27.0047637,25.0607889,0,0,1238.533333
5/15/2020 0:00,27.0047637,25.0607889,0,0,1281.466667
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:00,27.0047637,25.0607889,0,0,4315
5/15/2020 0:00,27.0047637,25.0607889,0,0,280.2142857
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:00,27.0047637,25.0607889,0,0,9166
5/15/2020 0:00,27.0047637,25.0607889,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,9425
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,5495
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,4315
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:15,26.88081143,24.42186883,0,0,9166
5/15/2020 0:15,26.88081143,24.42186883,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,9425
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,5495
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,4315
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:30,26.68205534,24.42729031,0,0,9166
5/15/2020 0:30,26.68205534,24.42729031,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,9425
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,5495
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,4315
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 0:45,26.5005889,24.4206776,0,0,9166
5/15/2020 0:45,26.5005889,24.4206776,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,7540
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,5495
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,4315
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:00,26.596148,25.08821041,0,0,9166
5/15/2020 1:00,26.596148,25.08821041,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,5495
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,4315
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:15,26.51274003,25.31796967,0,0,9166
5/15/2020 1:15,26.51274003,25.31796967,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,5495
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,4315
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:30,26.49433897,25.21719253,0,0,9166
5/15/2020 1:30,26.49433897,25.21719253,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,5495
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,4315
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 1:45,26.42041021,25.06506231,0,0,9166
5/15/2020 1:45,26.42041021,25.06506231,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,5495
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,4315
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:00,26.40194613,24.69146937,0,0,9166
5/15/2020 2:00,26.40194613,24.69146937,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
5/15/2020 2:15,26.22607821,24.55948079,0,0,5495
5/15/2020 2:15,26.22607821,24.55948079,0,0,0
